t_ms,grf_L,copx_L,copy_L,grf_R,copx_R,copy_R,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
33686,0.138,0.5323,0.6576,297.816,0.4106,0.4205,0.002,0.000,0.000,0.001,0.000,0.003,0.000,0.000,0.000,0.022,0.006,0.022,0.000,0.000,0.014,0.000,0.000,0.027,0.000,0.007,0.024,0.000,0.003,0.008,36.796,19.375,8.123,20.655,11.038,19.148,8.012,10.526,28.909,21.042,13.400,5.047,18.152,32.335,3.873,4.439,5.129,3.901,3.886,4.490,8.332,7.687,2.924,0.597
33701,0.148,0.6652,0.5207,299.111,0.4103,0.4212,0.007,0.000,0.000,0.000,0.025,0.002,0.002,0.000,0.014,0.000,0.000,0.002,0.015,0.005,0.024,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,36.528,19.886,8.966,20.610,10.290,19.841,8.218,10.052,28.841,21.668,12.636,5.124,19.353,31.878,2.779,4.680,4.793,3.350,4.182,4.653,8.004,8.274,3.356,1.150
29312,0.145,0.5254,0.6061,1716.781,0.3950,0.7054,0.008,0.000,0.000,0.022,0.003,0.013,0.000,0.000,0.000,0.001,0.000,0.000,0.007,0.000,0.009,0.000,0.008,0.024,0.000,0.042,0.007,0.000,0.001,0.000,43.564,24.005,13.822,25.464,17.253,39.878,15.320,17.309,51.875,43.130,26.584,9.336,33.560,56.735,30.640,97.452,129.667,80.995,28.995,154.403,249.623,252.619,179.638,94.915
33715,0.156,0.5430,0.4716,296.847,0.4100,0.4207,0.000,0.000,0.000,0.015,0.013,0.009,0.004,0.000,0.000,0.036,0.019,0.017,0.014,0.008,0.007,0.004,0.000,0.006,0.000,0.001,0.000,0.000,0.000,0.000,36.430,19.490,8.084,19.895,10.742,19.650,8.684,10.097,29.130,20.743,13.086,5.390,18.981,32.108,4.001,4.696,4.663,3.261,3.338,4.350,8.268,7.599,3.535,0.626
29332,0.249,0.5986,0.6052,1715.430,0.3954,0.7059,0.000,0.020,0.000,0.000,0.000,0.015,0.002,0.019,0.027,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.004,0.057,0.012,0.036,0.006,0.014,0.000,0.000,43.271,24.179,12.977,25.217,16.817,38.729,15.365,17.482,51.490,42.992,26.512,10.196,33.984,57.058,30.782,96.850,129.720,81.095,29.499,154.279,249.382,253.335,179.541,94.675
29347,0.220,0.6152,0.5181,1719.183,0.3954,0.7055,0.043,0.018,0.014,0.011,0.000,0.003,0.000,0.002,0.000,0.000,0.013,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.001,0.008,0.013,0.000,0.054,43.203,24.293,13.173,24.530,17.596,39.679,15.858,17.068,52.101,42.957,26.630,10.091,34.701,57.555,30.585,97.173,129.319,82.066,28.363,154.426,249.480,253.743,179.691,94.901
33736,0.263,0.6524,0.5387,295.761,0.4098,0.4176,0.015,0.025,0.000,0.012,0.000,0.007,0.007,0.013,0.034,0.000,0.012,0.012,0.000,0.017,0.016,0.000,0.000,0.000,0.013,0.000,0.000,0.042,0.007,0.030,37.000,19.645,9.212,19.476,11.112,19.944,8.129,10.551,28.607,21.442,12.590,4.815,18.368,32.004,2.881,4.541,4.444,3.445,3.734,4.100,8.644,7.155,3.546,0.378
33756,0.222,0.6128,0.5107,643.963,0.3951,0.7045,0.015,0.014,0.000,0.010,0.000,0.000,0.018,0.014,0.000,0.000,0.018,0.008,0.041,0.024,0.006,0.000,0.000,0.010,0.000,0.030,0.000,0.013,0.000,0.000,16.386,8.731,6.094,9.832,6.727,14.194,6.029,6.862,19.354,16.186,10.041,3.725,13.199,21.503,11.476,35.503,48.209,30.313,10.064,58.225,93.045,95.036,67.908,35.322
29367,0.222,0.6640,0.4455,1719.436,0.3953,0.7054,0.013,0.043,0.000,0.000,0.049,0.000,0.000,0.016,0.006,0.006,0.000,0.000,0.016,0.000,0.000,0.000,0.024,0.004,0.000,0.005,0.010,0.000,0.023,0.006,43.278,23.970,13.531,24.967,17.777,39.489,15.109,17.124,52.024,42.957,26.690,11.087,33.734,57.590,30.255,97.939,129.907,81.718,28.149,154.680,249.306,253.312,179.823,95.018
29381,0.313,0.5791,0.5392,1718.604,0.3952,0.7054,0.007,0.003,0.000,0.013,0.000,0.036,0.010,0.012,0.017,0.000,0.038,0.039,0.031,0.000,0.000,0.040,0.000,0.026,0.000,0.000,0.028,0.000,0.000,0.015,43.674,24.356,12.761,24.463,17.072,39.744,15.214,17.924,52.100,44.157,25.964,10.597,33.913,56.948,31.267,97.266,129.703,81.538,29.035,153.964,249.421,252.763,179.274,95.487
33770,0.114,0.6096,0.6368,646.004,0.3960,0.7061,0.000,0.002,0.000,0.002,0.000,0.000,0.000,0.009,0.000,0.000,0.013,0.017,0.000,0.000,0.006,0.000,0.027,0.008,0.001,0.000,0.000,0.000,0.028,0.000,16.018,9.050,4.987,9.494,6.422,14.296,5.333,6.448,20.131,15.819,10.505,4.137,12.796,21.619,11.311,36.964,47.633,31.388,10.586,58.727,93.141,94.973,68.306,35.919
29395,0.228,0.5155,0.4963,1718.822,0.3953,0.7059,0.048,0.007,0.005,0.000,0.000,0.003,0.045,0.000,0.000,0.018,0.000,0.006,0.000,0.002,0.017,0.000,0.032,0.000,0.000,0.000,0.023,0.000,0.015,0.006,43.306,23.257,13.834,24.884,17.561,39.007,14.972,17.752,51.791,42.915,26.033,9.884,34.488,57.519,31.372,97.598,129.614,81.286,29.006,154.813,249.566,252.814,180.044,95.507
33784,0.208,0.6005,0.5399,648.831,0.3949,0.7045,0.000,0.014,0.027,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.010,0.000,0.009,0.018,0.000,0.000,0.000,0.000,0.020,0.043,0.000,15.689,9.380,5.905,9.253,6.680,15.238,6.649,6.789,19.099,16.547,9.594,3.841,12.688,21.439,12.259,37.336,48.151,30.854,11.431,57.544,93.563,94.788,68.366,35.747
29410,0.384,0.6604,0.5132,1391.422,0.3559,0.7570,0.000,0.034,0.000,0.034,0.012,0.003,0.021,0.000,0.015,0.000,0.000,0.042,0.026,0.073,0.036,0.003,0.000,0.037,0.001,0.000,0.023,0.014,0.000,0.012,9.512,7.509,6.873,6.443,8.161,26.035,9.449,9.049,25.543,29.263,17.794,5.457,17.191,28.541,44.871,98.594,90.478,40.908,11.320,235.195,301.570,215.174,104.919,41.574
33799,0.156,0.5817,0.5028,642.031,0.3953,0.7054,0.014,0.015,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.032,0.000,0.002,0.021,0.000,0.026,0.000,0.000,0.000,0.001,0.000,0.018,0.000,16.490,8.456,5.371,9.235,5.892,13.955,6.359,6.633,20.041,15.863,10.000,3.901,13.140,21.648,11.764,36.411,48.586,30.047,10.532,57.526,92.638,94.976,67.274,35.291
29423,0.159,0.5636,0.5053,1394.824,0.3562,0.7565,0.000,0.000,0.002,0.000,0.048,0.000,0.025,0.000,0.000,0.000,0.006,0.015,0.000,0.000,0.031,0.012,0.000,0.000,0.000,0.010,0.006,0.002,0.000,0.003,10.076,6.926,5.836,7.319,8.312,26.861,10.161,8.619,25.931,28.676,18.233,6.424,17.487,28.770,44.270,98.623,90.528,41.259,10.933,235.173,301.365,215.544,105.659,41.840
33818,0.145,0.6692,0.6113,647.328,0.3952,0.7052,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.024,0.011,0.000,0.025,0.000,0.003,0.011,0.000,0.000,0.000,0.000,0.019,0.001,0.011,0.000,0.036,0.000,15.949,8.862,4.884,9.644,6.432,14.226,6.010,6.948,20.059,17.001,9.990,3.410,12.985,21.220,12.512,36.824,49.034,31.137,11.294,57.830,93.229,94.842,67.536,35.470
33833,0.180,0.6071,0.5440,645.692,0.3955,0.7043,0.024,0.000,0.000,0.017,0.022,0.000,0.000,0.016,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.021,17.323,9.704,5.528,9.253,6.815,13.882,5.168,6.352,19.161,16.293,9.419,3.868,13.660,21.418,11.052,37.288,48.347,30.983,11.159,58.751,93.461,94.901,67.049,34.856
29444,0.144,0.6694,0.5373,1392.861,0.3565,0.7568,0.000,0.000,0.006,0.000,0.007,0.000,0.000,0.024,0.000,0.000,0.000,0.037,0.036,0.000,0.000,0.001,0.000,0.007,0.000,0.000,0.000,0.004,0.018,0.004,9.372,7.526,6.965,6.666,8.455,25.534,9.209,8.697,26.054,28.647,18.373,5.751,17.602,28.887,44.201,99.347,90.562,40.998,11.708,235.194,300.868,214.919,105.248,42.077
33849,0.092,0.6336,0.6633,643.764,0.3953,0.7050,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.006,0.000,0.010,0.000,0.000,0.008,0.000,0.031,0.002,0.000,0.006,0.001,0.000,0.000,0.007,0.017,16.325,8.938,5.632,9.307,6.515,14.640,6.003,6.343,19.320,16.171,9.882,3.551,12.461,22.259,12.097,36.254,48.360,30.465,10.852,57.760,92.556,94.679,67.730,35.664
29465,495.009,0.5898,0.2470,1388.846,0.3558,0.7576,102.966,159.832,21.940,90.506,20.566,14.465,11.324,8.002,13.256,14.636,8.498,2.369,7.348,13.660,2.039,0.779,0.000,0.438,2.095,0.287,0.000,0.000,0.000,0.000,9.825,7.013,6.104,6.190,8.183,26.439,9.774,8.788,25.252,28.792,16.942,6.152,16.850,28.551,44.262,99.088,89.983,40.774,11.255,235.791,301.360,215.151,104.238,42.090
33874,0.269,0.5970,0.5834,524.964,0.3555,0.7564,0.000,0.017,0.009,0.004,0.000,0.020,0.007,0.002,0.003,0.000,0.000,0.016,0.023,0.000,0.000,0.038,0.059,0.044,0.003,0.000,0.016,0.000,0.008,0.000,3.555,2.569,1.420,2.585,3.321,10.588,4.382,3.792,9.145,11.197,6.421,2.403,7.376,10.408,17.347,37.261,33.910,15.072,4.669,88.585,113.070,81.127,39.619,15.141
29485,499.640,0.5913,0.2494,1392.384,0.3566,0.7573,102.694,160.601,21.849,90.391,20.831,14.203,11.369,8.968,13.103,14.485,8.725,2.724,8.305,14.634,1.193,1.789,0.468,1.109,1.442,0.179,0.000,0.027,0.552,0.000,9.597,7.454,6.407,6.757,8.006,25.791,9.369,8.671,25.799,28.467,17.303,5.132,17.174,29.645,44.986,99.348,91.200,39.662,12.715,235.013,301.272,215.552,104.652,42.411
33888,0.126,0.6864,0.4653,524.292,0.3559,0.7575,0.000,0.020,0.008,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.006,0.011,0.000,0.013,0.000,0.000,0.009,0.000,0.020,0.000,0.011,0.000,0.000,0.002,3.591,2.962,2.589,2.052,2.436,10.337,3.363,2.813,9.719,11.039,6.641,1.764,7.064,10.968,17.419,37.225,34.382,15.224,4.607,88.339,113.134,80.785,39.684,16.155
29499,792.171,0.6177,0.4204,1393.730,0.3561,0.7560,56.984,92.593,23.565,53.666,26.369,52.466,21.218,28.825,78.003,57.237,34.991,12.769,47.495,86.893,8.817,14.274,13.194,8.305,10.335,9.332,20.335,21.518,10.917,2.069,9.950,8.215,6.903,6.752,7.651,25.879,9.809,9.364,25.925,29.061,17.825,5.916,17.589,28.789,44.844,99.056,90.446,41.372,11.485,235.274,300.931,215.274,104.565,40.856
29514,791.120,0.6172,0.4197,0.155,0.3993,0.4955,56.967,92.246,24.595,54.010,26.745,52.473,21.121,28.226,78.066,57.069,35.663,13.077,47.740,86.119,8.776,12.979,12.748,7.310,10.313,9.918,20.397,21.258,10.499,2.804,0.026,0.003,0.000,0.007,0.004,0.000,0.003,0.000,0.001,0.016,0.011,0.000,0.011,0.005,0.012,0.018,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000
33903,190.313,0.5921,0.2533,521.854,0.3561,0.7572,38.860,60.304,8.478,34.398,7.859,5.196,4.028,3.999,5.041,5.390,2.854,1.546,2.352,6.029,0.542,0.988,0.405,0.000,1.046,0.000,0.584,0.036,0.171,0.208,3.575,2.848,2.182,3.044,2.999,9.479,3.411,2.803,9.480,10.762,6.700,1.944,6.417,11.080,17.164,37.340,34.721,15.638,4.026,88.212,112.948,79.930,39.528,15.622
33920,189.732,0.5915,0.2551,522.988,0.3559,0.7559,38.408,60.314,7.770,34.016,7.492,5.375,4.575,3.321,4.979,5.900,3.628,1.641,3.069,5.752,0.020,0.783,0.328,0.000,0.957,0.000,0.699,0.674,0.000,0.032,4.044,2.801,2.858,2.705,2.769,10.137,3.926,2.915,9.849,10.950,6.608,1.831,6.727,10.800,16.399,36.940,33.624,15.385,4.730,88.313,113.341,81.281,38.839,15.215
29533,788.900,0.6170,0.4204,0.199,0.4290,0.4625,57.559,91.878,23.686,54.094,25.636,52.505,21.218,26.845,77.938,56.925,35.631,12.889,48.502,85.657,8.469,13.759,12.822,7.653,10.240,9.610,20.309,21.211,11.413,2.450,0.027,0.024,0.000,0.000,0.018,0.000,0.006,0.016,0.000,0.005,0.000,0.022,0.016,0.010,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.000
29547,793.869,0.6174,0.4213,0.172,0.3158,0.6219,57.624,91.904,23.021,54.125,26.718,52.817,21.207,27.974,78.019,57.228,35.143,13.721,48.208,85.514,9.008,13.598,12.855,8.297,10.964,9.738,20.875,21.346,11.084,2.880,0.000,0.006,0.000,0.000,0.000,0.015,0.029,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.002,0.000,0.023,0.000,0.000,0.015,0.024
33937,186.581,0.5908,0.2484,518.558,0.3559,0.7580,38.520,60.074,7.845,33.856,7.201,5.510,4.625,3.338,5.599,5.887,2.943,1.083,2.823,5.536,0.000,1.179,0.000,0.000,0.200,0.000,0.021,0.000,0.000,0.343,3.526,2.326,2.485,3.438,3.102,9.539,2.832,2.650,9.380,10.954,6.287,1.774,6.491,10.755,17.179,37.018,34.109,15.300,4.143,87.696,112.366,79.979,39.562,15.667
33951,296.903,0.6162,0.4196,524.586,0.3562,0.7564,22.266,34.931,8.738,19.834,9.097,19.740,8.129,10.610,29.337,21.412,13.714,4.791,17.618,32.063,3.624,5.020,5.131,3.624,3.763,3.313,8.355,6.714,3.780,1.301,3.360,3.187,2.303,2.477,3.546,10.232,3.440,2.489,10.452,10.844,6.821,1.982,6.433,11.210,16.915,37.153,34.548,14.671,4.214,88.936,113.668,80.948,39.421,15.335
29562,792.633,0.6176,0.4204,0.250,0.4177,0.6105,57.648,92.792,23.377,54.087,25.749,52.601,21.828,28.906,77.755,56.634,35.117,12.713,47.948,86.389,9.064,13.024,12.431,8.027,10.891,9.534,20.896,21.650,10.962,2.609,0.004,0.000,0.003,0.009,0.019,0.022,0.000,0.003,0.023,0.018,0.008,0.000,0.000,0.000,0.000,0.000,0.008,0.015,0.027,0.022,0.006,0.028,0.036,0.000
29576,793.774,0.6177,0.4205,0.315,0.3744,0.4891,57.766,92.913,23.967,53.561,26.410,52.298,21.114,28.954,78.110,56.706,35.834,12.739,48.549,85.862,8.561,13.649,11.726,7.388,11.232,9.960,21.101,21.582,10.753,3.039,0.006,0.015,0.025,0.000,0.031,0.058,0.001,0.008,0.015,0.000,0.003,0.037,0.008,0.000,0.000,0.031,0.023,0.002,0.011,0.000,0.014,0.009,0.016,0.000
33965,297.894,0.6194,0.4236,0.319,0.3780,0.5082,21.001,34.281,7.811,20.276,10.333,19.175,7.870,11.532,29.611,21.505,13.332,4.538,18.631,32.205,3.586,4.668,4.321,3.168,3.987,3.827,8.387,8.510,3.967,1.372,0.026,0.004,0.032,0.000,0.000,0.025,0.033,0.000,0.045,0.000,0.003,0.027,0.000,0.000,0.000,0.031,0.019,0.015,0.002,0.020,0.000,0.007,0.000,0.029
33985,297.731,0.6174,0.4211,0.265,0.2779,0.5263,21.198,34.393,8.947,20.525,10.596,20.117,8.123,10.197,29.589,21.032,13.356,4.301,17.954,32.274,3.171,5.344,4.585,3.033,3.675,4.250,8.053,7.529,4.093,1.395,0.010,0.005,0.000,0.018,0.000,0.008,0.032,0.020,0.000,0.043,0.027,0.003,0.000,0.001,0.039,0.013,0.002,0.000,0.009,0.028,0.000,0.000,0.005,0.000
29597,1717.170,0.5902,0.7059,0.180,0.3793,0.4022,25.317,42.027,14.251,24.691,15.053,38.786,15.054,17.893,52.128,43.612,27.785,10.106,32.904,57.775,33.699,100.657,128.854,77.629,27.606,140.488,235.278,254.114,193.415,108.049,0.009,0.034,0.002,0.001,0.000,0.009,0.054,0.020,0.000,0.000,0.015,0.003,0.007,0.000,0.000,0.007,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.011
29610,1715.363,0.5902,0.7061,0.177,0.3578,0.4426,25.159,41.605,14.411,24.494,15.489,39.618,14.868,18.506,51.412,43.235,27.117,9.860,32.696,57.804,32.947,100.801,128.247,77.778,27.001,140.207,235.483,254.828,194.007,107.791,0.000,0.016,0.039,0.000,0.028,0.000,0.000,0.012,0.000,0.011,0.019,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.004,0.002,0.000,0.000
33999,297.769,0.6180,0.4226,0.288,0.3947,0.5329,21.906,34.308,8.661,20.383,9.265,19.828,8.283,10.479,28.851,21.325,13.357,5.000,17.970,32.773,2.560,5.295,4.394,3.040,3.984,3.530,7.969,8.137,4.574,1.896,0.020,0.006,0.003,0.033,0.011,0.000,0.000,0.000,0.003,0.048,0.000,0.000,0.030,0.040,0.000,0.000,0.007,0.012,0.003,0.018,0.042,0.006,0.006,0.000
34013,297.811,0.6176,0.4225,0.151,0.3686,0.6063,21.460,34.859,8.527,20.265,9.491,19.504,7.894,10.751,29.046,21.594,12.928,4.843,18.541,31.771,3.281,5.534,4.182,3.771,4.670,3.372,8.333,8.806,3.928,0.462,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.020,0.000,0.018,0.000,0.019,0.000,0.000,0.043,0.000,0.000,0.012,0.015,0.006,0.000,0.000
29624,1713.672,0.5903,0.7062,0.165,0.4082,0.5394,25.258,41.459,14.619,24.285,15.360,39.584,15.048,18.118,51.897,43.094,26.618,10.334,31.989,58.235,32.322,100.404,128.365,77.945,26.972,140.873,235.602,253.016,194.252,108.021,0.000,0.030,0.000,0.017,0.000,0.000,0.011,0.001,0.000,0.000,0.000,0.013,0.000,0.016,0.025,0.000,0.000,0.000,0.006,0.009,0.000,0.034,0.000,0.002
34026,643.440,0.5893,0.7063,0.250,0.3254,0.4229,8.644,15.560,5.431,9.934,5.921,14.997,5.922,6.684,19.062,16.296,10.694,3.512,11.817,20.900,13.465,37.784,48.030,29.685,10.169,52.071,88.403,95.747,72.587,40.123,0.000,0.019,0.057,0.000,0.000,0.019,0.000,0.000,0.049,0.040,0.019,0.017,0.003,0.000,0.003,0.000,0.005,0.000,0.000,0.020,0.000,0.000,0.000,0.000
29638,1719.468,0.5902,0.7055,0.125,0.3569,0.5496,25.685,41.460,15.297,25.508,14.995,39.058,14.410,18.459,52.358,43.054,28.112,10.000,32.614,58.105,33.442,100.779,128.525,77.902,27.159,140.943,235.055,254.297,193.220,109.032,0.013,0.000,0.000,0.000,0.000,0.007,0.004,0.000,0.000,0.015,0.000,0.034,0.000,0.008,0.000,0.000,0.000,0.017,0.004,0.011,0.012,0.000,0.001,0.000
29652,1716.291,0.5902,0.7062,0.212,0.3154,0.5135,25.096,41.763,14.063,25.222,15.373,38.983,14.838,18.275,51.591,43.454,27.782,9.777,32.152,57.694,33.562,100.170,128.457,78.674,26.919,140.312,235.729,254.317,193.979,108.112,0.040,0.000,0.000,0.000,0.025,0.000,0.028,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.032,0.020,0.000,0.000,0.005,0.019,0.022,0.000,0.001,0.000
34041,641.210,0.5906,0.7063,0.118,0.3297,0.4717,8.846,15.263,5.893,9.376,5.346,15.040,5.353,6.805,20.373,16.225,9.834,3.654,11.874,22.032,12.486,36.909,47.457,28.920,10.555,52.827,88.243,95.058,72.522,40.318,0.000,0.009,0.000,0.004,0.000,0.000,0.021,0.015,0.000,0.000,0.053,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
34055,645.751,0.5899,0.7047,0.104,0.3217,0.4192,9.661,16.442,5.383,9.026,5.782,15.657,5.479,7.246,19.401,16.657,10.018,3.972,11.981,22.122,12.239,37.415,48.424,29.628,9.122,52.680,88.504,95.893,72.362,40.659,0.022,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.005,0.000,0.000,0.000,0.018,0.000,0.009
29666,1715.134,0.5905,0.7059,0.150,0.4103,0.5729,25.846,41.889,14.476,24.711,15.137,38.721,14.992,18.304,51.813,43.164,27.856,9.242,33.286,57.494,32.102,99.779,129.065,77.410,27.683,140.054,236.329,253.681,193.867,108.232,0.000,0.010,0.001,0.000,0.008,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.027,0.013,0.000,0.005,0.002,0.000,0.007,0.000,0.000,0.014,0.023,0.000
34069,639.812,0.5912,0.7056,0.235,0.4335,0.5057,9.712,16.475,4.975,9.307,6.117,14.741,5.152,6.815,19.262,15.954,9.925,3.345,11.890,21.630,11.911,37.098,48.198,28.601,10.474,51.896,87.808,95.445,71.675,41.406,0.037,0.015,0.020,0.000,0.001,0.004,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.034,0.024,0.014,0.010,0.034,0.024,0.000,0.000,0.000,0.000,0.014
29680,1715.011,0.5904,0.7059,0.335,0.4199,0.5715,25.421,42.039,14.918,24.856,14.680,38.950,15.064,18.368,52.147,42.562,26.632,9.783,32.682,57.791,33.256,100.423,128.909,77.701,27.503,140.509,235.290,253.282,193.937,108.307,0.000,0.005,0.013,0.000,0.000,0.000,0.004,0.048,0.043,0.044,0.003,0.000,0.000,0.016,0.006,0.030,0.000,0.033,0.031,0.000,0.039,0.000,0.020,0.000
34083,645.276,0.5911,0.7068,0.341,0.4389,0.6114,9.114,15.654,4.699,10.101,5.495,14.451,6.060,7.405,19.386,15.578,10.368,3.774,11.633,21.869,12.322,37.969,48.140,29.111,10.622,52.667,88.979,95.479,72.954,41.448,0.000,0.010,0.000,0.000,0.000,0.000,0.010,0.022,0.040,0.025,0.018,0.017,0.000,0.024,0.005,0.017,0.030,0.000,0.022,0.022,0.000,0.017,0.033,0.029
29701,1395.437,0.5461,0.7576,0.070,0.4030,0.4636,5.270,11.167,6.856,6.666,7.266,26.079,8.596,9.081,26.116,29.231,18.213,6.267,15.981,29.373,47.303,100.752,88.599,39.665,11.220,241.869,290.092,207.485,113.261,49.030,0.002,0.008,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.004,0.012,0.000,0.001,0.000,0.011,0.000
34096,644.812,0.5900,0.7053,0.222,0.4540,0.5713,10.176,15.372,5.727,9.216,6.068,15.055,5.248,6.748,19.625,15.990,10.200,3.807,12.682,21.501,12.250,37.996,48.217,29.322,9.812,53.093,88.502,94.712,72.504,40.990,0.000,0.001,0.000,0.031,0.000,0.000,0.000,0.000,0.020,0.018,0.016,0.000,0.034,0.014,0.000,0.000,0.000,0.002,0.029,0.000,0.011,0.043,0.002,0.000
29721,1396.232,0.5457,0.7567,0.192,0.4193,0.4432,5.677,11.891,8.204,6.735,6.641,26.349,8.627,9.996,26.544,28.929,18.263,6.062,16.318,28.810,46.999,101.176,88.154,37.455,11.367,242.281,290.365,207.386,112.942,49.062,0.009,0.022,0.000,0.000,0.021,0.000,0.000,0.028,0.024,0.014,0.007,0.003,0.000,0.006,0.000,0.052,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000
34110,644.539,0.5908,0.7051,0.223,0.4592,0.5697,8.861,16.427,6.079,9.075,6.024,14.889,5.722,7.126,19.710,16.558,10.126,3.056,12.037,21.958,12.208,37.394,48.228,29.546,10.035,52.242,88.140,95.362,73.043,40.694,0.000,0.000,0.000,0.035,0.019,0.000,0.000,0.006,0.005,0.011,0.000,0.000,0.011,0.000,0.000,0.034,0.008,0.037,0.028,0.000,0.000,0.000,0.027,0.000
29736,1396.686,0.5460,0.7570,500.911,0.3935,0.2507,5.737,11.568,7.736,7.163,6.349,25.190,8.803,9.131,26.451,29.245,18.642,6.083,17.143,28.760,47.557,100.626,88.874,38.535,11.557,241.920,290.114,207.346,112.866,49.289,176.505,86.819,24.945,90.432,18.354,13.714,9.252,10.173,13.496,13.630,9.027,3.171,8.497,14.146,2.170,1.465,0.000,1.866,2.421,0.418,0.301,0.000,0.000,0.109
34125,642.798,0.5914,0.7062,0.090,0.4691,0.4080,8.642,15.607,5.614,9.556,6.392,13.901,4.953,6.647,20.079,15.764,10.555,3.665,12.135,22.740,12.432,37.477,48.555,29.125,9.786,52.764,88.322,95.120,72.377,40.590,0.025,0.000,0.011,0.000,0.007,0.000,0.000,0.013,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.003
29749,1391.312,0.5459,0.7570,499.444,0.3936,0.2491,5.745,12.014,7.378,7.623,6.738,25.773,8.566,9.282,26.041,28.470,18.211,5.069,16.265,29.114,47.773,99.935,87.876,38.386,11.609,241.181,290.358,206.645,113.250,48.009,176.578,86.399,24.954,90.858,18.473,13.321,9.513,10.430,14.446,14.414,7.723,2.887,8.430,14.213,1.762,1.008,0.168,1.572,1.094,0.348,0.179,0.675,0.000,0.000
34145,524.086,0.5448,0.7561,0.177,0.3906,0.6448,2.468,4.493,2.797,3.046,2.460,10.519,3.915,3.478,8.964,11.003,6.738,2.115,5.696,11.140,17.559,38.537,32.770,14.340,3.694,90.764,108.586,77.589,43.032,18.383,0.000,0.000,0.000,0.000,0.022,0.004,0.000,0.000,0.008,0.000,0.020,0.000,0.009,0.007,0.022,0.014,0.000,0.000,0.000,0.017,0.005,0.029,0.000,0.021
29763,1394.417,0.5456,0.7565,502.681,0.3923,0.2493,5.884,11.682,8.179,7.390,6.627,25.529,8.567,8.482,26.252,29.064,18.723,6.637,16.505,29.356,47.288,101.407,88.350,38.321,11.029,242.039,290.015,206.434,112.226,48.431,177.201,86.579,25.331,90.848,18.155,14.717,10.136,9.988,13.718,14.651,8.722,2.461,9.403,14.404,2.102,0.349,1.241,1.193,1.482,0.000,0.000,0.000,0.000,0.000
34159,523.647,0.5460,0.7566,0.183,0.4476,0.5858,1.987,5.067,3.137,2.762,2.641,9.404,2.670,3.500,9.450,10.794,7.725,2.247,6.217,10.634,17.381,38.237,33.259,14.164,4.246,90.241,108.995,77.787,42.345,18.759,0.021,0.004,0.000,0.000,0.009,0.000,0.009,0.000,0.021,0.000,0.000,0.002,0.019,0.013,0.000,0.005,0.000,0.000,0.000,0.000,0.032,0.024,0.025,0.000
29776,1396.438,0.5458,0.7563,793.303,0.4106,0.4192,6.228,12.700,7.148,7.469,6.724,25.636,9.810,9.756,25.182,28.931,18.798,5.771,16.655,28.758,46.946,101.257,88.318,38.292,11.005,241.376,290.345,207.178,113.577,48.576,98.452,51.890,23.107,53.961,28.597,53.233,21.616,27.852,77.892,57.154,34.004,12.683,49.710,86.224,8.484,11.504,12.311,9.363,10.399,11.645,22.062,19.898,8.748,2.516
