t_ms,grf_L,copx_L,copy_L,grf_R,copx_R,copy_R,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
993,0.208,0.5742,0.5433,429.569,0.3953,0.7081,0.012,0.000,0.027,0.000,0.000,0.000,0.017,0.002,0.003,0.000,0.000,0.027,0.032,0.000,0.000,0.004,0.029,0.002,0.015,0.030,0.005,0.001,0.000,0.000,10.769,5.355,2.956,5.704,4.555,9.488,3.284,4.766,12.916,10.755,6.707,2.567,8.444,14.509,7.925,24.456,32.353,20.174,7.284,39.367,62.696,63.608,45.225,23.706
4800,0.182,0.6494,0.4418,199.445,0.4114,0.4169,0.004,0.003,0.013,0.003,0.030,0.017,0.000,0.026,0.029,0.010,0.000,0.000,0.000,0.000,0.003,0.001,0.011,0.021,0.000,0.000,0.000,0.000,0.002,0.011,24.424,13.679,5.930,13.475,7.188,12.897,5.474,7.680,19.572,14.896,8.847,3.075,12.636,21.622,1.916,2.392,3.054,2.180,2.680,2.118,6.171,5.254,2.284,0.000
1007,0.086,0.5884,0.6139,429.378,0.3955,0.7065,0.000,0.001,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.011,0.000,0.014,0.014,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.003,0.015,0.010,11.143,6.745,2.789,5.707,4.261,9.518,4.111,4.687,12.542,10.560,7.161,2.043,7.933,14.377,7.890,23.240,32.803,20.269,7.209,38.874,62.772,64.053,44.912,23.779
4814,0.133,0.6254,0.5529,198.066,0.4129,0.4181,0.000,0.000,0.023,0.007,0.000,0.000,0.000,0.001,0.014,0.004,0.000,0.000,0.006,0.023,0.009,0.013,0.000,0.000,0.000,0.000,0.000,0.004,0.027,0.002,23.732,13.065,6.313,13.705,7.641,13.111,5.523,7.262,19.714,14.571,7.908,2.865,12.708,21.135,1.525,2.942,3.099,2.679,2.530,2.616,5.539,4.492,2.182,1.209
4827,0.223,0.5683,0.4607,201.507,0.4115,0.4243,0.021,0.054,0.000,0.018,0.000,0.003,0.000,0.000,0.000,0.000,0.044,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.034,0.007,0.018,0.000,24.081,12.746,5.554,13.459,7.235,13.523,6.016,7.676,19.737,14.696,7.734,3.664,12.585,21.125,1.828,2.473,4.076,3.101,2.671,3.117,5.553,5.467,2.872,0.516
1021,0.141,0.6097,0.6249,427.434,0.3951,0.7067,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.020,0.019,0.034,0.004,0.027,0.003,0.000,0.000,0.015,0.000,0.000,10.581,5.644,3.198,6.240,4.434,9.443,4.510,4.295,12.950,10.052,6.793,2.565,8.341,13.696,8.039,24.102,32.606,20.274,7.245,38.507,62.719,63.053,44.207,23.941
1034,0.197,0.6136,0.6291,431.432,0.3952,0.7032,0.027,0.016,0.006,0.000,0.007,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.023,0.000,0.045,0.015,0.042,0.007,11.109,6.309,3.244,5.889,4.237,10.501,3.832,4.795,13.791,10.702,6.884,3.026,8.917,13.885,7.972,24.173,32.461,20.753,7.346,38.736,61.557,63.065,45.017,23.229
4841,0.123,0.5757,0.6163,201.749,0.4104,0.4219,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.019,0.016,0.000,0.010,0.000,0.000,0.000,0.000,0.025,0.002,0.000,0.009,0.000,0.000,0.023,24.572,13.598,5.750,13.479,6.938,13.751,5.021,7.531,19.156,14.735,8.454,3.320,12.528,21.952,2.428,2.910,3.285,3.120,2.309,2.594,5.535,5.313,2.987,0.481
4855,0.216,0.5998,0.5449,197.860,0.4086,0.4191,0.000,0.015,0.010,0.024,0.000,0.000,0.007,0.015,0.000,0.000,0.012,0.026,0.000,0.006,0.000,0.016,0.045,0.000,0.000,0.000,0.000,0.025,0.000,0.014,24.314,12.658,5.632,12.934,7.105,12.687,5.678,6.980,20.009,15.105,9.290,3.149,12.945,21.105,2.631,2.884,3.011,2.256,2.284,3.073,4.798,4.995,1.948,0.390
1048,0.159,0.6437,0.5400,430.388,0.3955,0.7057,0.000,0.010,0.002,0.013,0.019,0.000,0.000,0.000,0.015,0.000,0.020,0.000,0.000,0.004,0.000,0.017,0.000,0.029,0.000,0.000,0.001,0.023,0.007,0.000,10.580,5.467,3.246,6.545,4.833,9.845,4.025,4.209,13.174,11.263,6.785,2.709,8.288,14.618,7.260,23.741,32.816,20.154,6.730,38.042,63.264,63.475,45.402,23.919
1062,0.282,0.6103,0.5507,431.996,0.3947,0.7044,0.008,0.009,0.000,0.004,0.000,0.036,0.007,0.044,0.000,0.000,0.005,0.011,0.000,0.012,0.021,0.030,0.000,0.030,0.039,0.000,0.000,0.015,0.006,0.004,10.380,6.543,4.213,6.177,4.031,10.223,4.065,4.266,13.069,11.149,6.515,2.403,8.677,14.238,7.879,24.124,32.300,21.122,7.506,38.756,63.049,62.847,44.968,23.494
4869,0.218,0.5884,0.4537,427.527,0.3961,0.7056,0.000,0.007,0.031,0.007,0.022,0.000,0.004,0.000,0.019,0.041,0.000,0.022,0.000,0.014,0.015,0.000,0.014,0.000,0.021,0.000,0.000,0.000,0.000,0.000,10.539,5.981,3.064,6.573,4.979,9.726,3.796,4.105,13.408,10.425,6.432,1.849,8.265,14.646,7.814,24.241,31.988,20.303,7.045,38.421,62.477,63.482,44.277,23.689
1076,0.186,0.6035,0.5535,348.879,0.3563,0.7542,0.007,0.000,0.000,0.025,0.000,0.000,0.011,0.022,0.000,0.000,0.022,0.000,0.000,0.013,0.000,0.013,0.012,0.020,0.006,0.019,0.001,0.000,0.015,0.000,2.325,2.176,1.623,2.310,1.542,6.779,2.456,2.417,6.759,7.463,5.122,1.682,3.802,7.411,10.766,25.076,22.702,10.570,2.950,57.993,75.109,53.383,26.217,10.246
4882,0.191,0.5445,0.4979,431.361,0.3949,0.7054,0.019,0.000,0.030,0.021,0.005,0.001,0.009,0.000,0.000,0.005,0.014,0.010,0.000,0.000,0.000,0.000,0.016,0.022,0.000,0.000,0.025,0.000,0.013,0.000,11.259,5.805,3.561,6.072,4.695,10.149,3.724,4.018,13.302,10.816,6.675,2.082,8.145,14.312,7.910,24.645,33.208,20.020,7.144,38.812,62.160,63.595,44.854,24.400
1090,0.175,0.5779,0.5270,352.947,0.3561,0.7525,0.000,0.000,0.021,0.000,0.003,0.020,0.027,0.024,0.005,0.006,0.000,0.000,0.004,0.007,0.000,0.000,0.000,0.007,0.000,0.010,0.000,0.003,0.038,0.000,2.059,2.274,2.031,1.526,2.469,6.973,2.725,2.262,6.599,8.291,4.269,2.228,4.598,7.644,11.038,25.114,23.348,10.540,3.062,59.278,74.978,53.877,25.720,10.046
4896,0.225,0.6464,0.6043,428.193,0.3952,0.7056,0.023,0.006,0.000,0.012,0.000,0.000,0.000,0.023,0.000,0.005,0.000,0.007,0.000,0.000,0.000,0.029,0.014,0.023,0.019,0.000,0.000,0.000,0.018,0.047,11.186,6.034,3.279,6.505,4.582,9.645,4.200,3.827,12.581,10.368,6.195,2.212,9.098,14.016,8.097,23.898,32.531,19.917,7.153,38.661,62.125,63.392,45.090,23.601
1104,0.299,0.6349,0.4936,347.414,0.3554,0.7557,0.029,0.009,0.029,0.000,0.000,0.003,0.000,0.041,0.048,0.019,0.000,0.000,0.000,0.015,0.000,0.008,0.002,0.028,0.016,0.000,0.017,0.019,0.009,0.007,3.013,1.925,1.346,1.895,1.776,6.826,1.858,2.184,6.798,7.621,4.358,1.779,4.028,7.449,11.486,24.521,21.868,10.259,2.415,58.535,75.288,53.555,26.622,10.010
4910,0.131,0.5505,0.5590,429.600,0.3953,0.7057,0.003,0.007,0.020,0.017,0.000,0.003,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.012,0.015,0.000,0.009,0.008,0.000,0.015,0.000,11.548,5.975,3.559,6.241,4.434,8.943,3.582,4.055,12.693,9.637,6.451,2.592,9.112,14.461,8.869,24.871,32.348,20.914,6.800,38.998,62.003,63.025,45.315,23.173
4928,0.193,0.5694,0.5790,431.013,0.3945,0.7043,0.028,0.000,0.003,0.000,0.000,0.023,0.000,0.000,0.012,0.016,0.000,0.000,0.000,0.014,0.000,0.000,0.004,0.009,0.017,0.033,0.000,0.021,0.000,0.013,10.875,6.023,3.072,6.576,4.908,10.462,3.993,3.688,13.165,11.068,6.967,2.378,8.552,14.669,8.219,24.206,31.998,20.401,6.787,38.627,62.684,63.398,44.636,23.662
1121,123.990,0.5874,0.2481,347.389,0.3570,0.7578,26.184,39.318,6.152,21.708,5.718,4.006,2.751,1.846,3.301,3.679,1.651,1.010,2.007,3.111,0.527,0.168,0.034,0.298,0.000,0.000,0.230,0.000,0.000,0.292,2.455,2.332,1.520,1.120,2.135,6.361,2.840,2.042,6.107,6.519,4.765,1.222,4.073,7.429,11.300,24.407,22.549,9.966,3.089,58.722,75.313,54.037,26.088,10.999
1145,123.606,0.5905,0.2518,346.152,0.3561,0.7591,25.659,39.510,6.108,22.335,5.041,3.343,2.949,1.413,3.468,2.621,1.903,0.797,2.272,3.322,0.258,0.404,0.699,0.429,0.000,0.695,0.000,0.000,0.000,0.382,2.503,1.798,1.213,1.364,1.714,6.042,2.694,2.454,6.513,7.445,3.377,1.753,3.414,6.994,10.998,24.937,22.693,10.731,3.274,59.028,75.384,53.967,25.766,10.095
4954,0.164,0.5692,0.6276,431.296,0.3951,0.7049,0.000,0.000,0.000,0.013,0.000,0.024,0.000,0.015,0.000,0.000,0.011,0.003,0.000,0.000,0.014,0.001,0.023,0.000,0.000,0.000,0.009,0.000,0.040,0.012,10.357,5.653,3.889,6.492,4.381,9.856,3.973,4.760,12.900,11.195,7.286,2.977,8.094,14.364,7.599,24.186,32.703,19.890,7.563,38.476,61.836,63.320,45.335,24.211
4968,0.296,0.5451,0.5063,347.350,0.3572,0.7578,0.022,0.006,0.019,0.011,0.017,0.007,0.000,0.008,0.010,0.001,0.026,0.043,0.021,0.010,0.030,0.021,0.000,0.000,0.005,0.042,0.000,0.000,0.000,0.000,2.923,1.833,0.720,1.127,2.139,6.172,2.795,2.101,6.675,7.074,3.510,1.922,5.041,7.139,11.300,24.987,22.500,9.894,2.802,58.430,75.855,53.392,26.312,10.709
1161,124.824,0.5892,0.2506,346.283,0.3553,0.7570,26.440,39.886,5.310,22.719,4.939,3.610,2.771,1.934,3.211,3.360,1.853,1.353,1.416,3.468,0.408,0.762,0.000,0.353,0.481,0.000,0.173,0.117,0.263,0.000,1.911,2.047,1.857,1.398,1.455,6.771,2.612,1.670,6.676,7.747,4.523,1.417,4.191,7.918,10.358,25.543,22.368,10.344,2.327,58.780,74.952,53.464,25.614,10.338
1173,198.647,0.6201,0.4207,350.216,0.3560,0.7559,13.952,23.453,5.401,13.011,6.213,13.369,5.309,7.442,19.656,14.408,9.186,3.955,13.153,22.039,1.765,3.325,2.249,1.763,2.438,2.257,5.093,5.108,2.982,1.120,3.005,1.977,2.113,1.635,2.345,6.427,2.088,2.005,6.283,7.178,3.736,1.882,4.104,6.901,11.172,25.287,23.070,10.667,3.028,59.348,75.578,53.434,26.940,10.013
4981,0.150,0.4874,0.5468,349.446,0.3565,0.7536,0.000,0.023,0.005,0.000,0.000,0.017,0.000,0.000,0.000,0.006,0.000,0.000,0.005,0.000,0.026,0.054,0.010,0.000,0.000,0.000,0.000,0.000,0.004,0.000,1.960,2.857,2.107,0.998,3.407,6.541,2.709,2.025,6.121,7.606,4.291,2.018,3.819,7.265,12.077,24.640,22.662,10.018,3.171,57.967,74.783,54.052,26.277,10.075
1187,197.854,0.6203,0.4202,0.253,0.3871,0.5975,13.609,23.169,5.817,13.410,6.946,12.995,4.824,7.265,19.991,14.587,8.311,3.712,12.538,21.829,2.151,3.606,2.592,2.044,2.418,2.052,5.145,5.468,2.194,1.180,0.000,0.011,0.025,0.007,0.000,0.000,0.005,0.000,0.000,0.034,0.000,0.000,0.018,0.003,0.008,0.020,0.010,0.029,0.032,0.000,0.017,0.029,0.004,0.000
4993,0.130,0.5541,0.6032,347.871,0.3556,0.7589,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.022,0.017,0.000,0.000,0.000,0.006,0.000,0.040,0.017,0.000,0.000,0.000,0.000,0.000,0.019,0.003,0.000,1.852,1.809,1.254,1.130,2.053,7.302,2.275,1.887,6.606,8.018,4.428,0.922,4.003,6.790,11.113,24.549,23.014,11.224,2.800,58.598,75.711,52.949,27.104,10.480
5007,125.620,0.5908,0.2504,349.234,0.3561,0.7560,25.977,40.781,5.791,22.460,5.358,3.172,2.452,2.368,3.414,3.657,2.345,0.479,1.776,3.487,0.129,0.000,0.000,0.511,0.056,0.413,0.377,0.616,0.000,0.000,2.635,2.158,1.663,1.563,1.980,6.092,1.955,2.618,6.621,7.428,5.206,1.638,3.934,7.136,10.991,24.728,22.569,10.401,3.058,58.991,75.859,54.088,25.751,10.173
1201,196.636,0.6181,0.4196,0.133,0.2963,0.5303,14.380,22.868,5.933,12.961,6.607,12.955,5.244,6.894,19.352,15.117,8.281,3.687,12.332,21.731,1.517,2.775,3.521,1.975,2.451,2.483,4.671,5.787,2.942,0.170,0.000,0.000,0.020,0.000,0.002,0.000,0.024,0.000,0.000,0.017,0.000,0.000,0.000,0.022,0.028,0.000,0.000,0.000,0.000,0.013,0.002,0.004,0.000,0.000
1223,199.480,0.6197,0.4231,0.227,0.4659,0.5022,14.288,23.181,5.619,13.715,6.396,13.210,4.761,7.265,19.732,13.761,9.492,3.732,12.584,21.458,1.646,3.360,2.616,1.949,2.979,2.972,5.364,4.762,3.485,1.153,0.019,0.016,0.000,0.007,0.000,0.000,0.009,0.000,0.030,0.004,0.014,0.000,0.044,0.007,0.013,0.000,0.000,0.000,0.033,0.000,0.000,0.029,0.000,0.000
5032,126.633,0.5927,0.2565,349.655,0.3570,0.7553,25.700,40.155,5.756,22.659,5.317,3.065,2.372,2.184,3.549,3.612,2.515,0.130,1.796,4.292,0.527,0.811,0.162,0.374,0.519,0.133,0.200,0.393,0.413,0.000,2.485,1.878,1.661,1.255,2.746,6.772,2.545,2.030,6.856,7.465,3.734,1.934,4.480,6.744,11.430,25.000,22.998,10.350,3.444,58.449,74.567,53.876,26.849,10.108
